,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
471,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,1445,1132,313,8,0,267,18,52,2,1,0,0,821,403,221,336,724,52,303,5,1177,3,22,23,47,Matches
472,Lucas Castro\Lucas-Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,213,211,2,2,0,37,4,4,0,0,0,0,135,37,41,16,184,6,0,2,166,0,2,3,5,Matches
473,Lucas Castro\Lucas-Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,294,286,8,0,0,55,11,21,3,0,2,0,162,57,75,17,253,14,5,2,218,3,8,7,11,Matches
474,Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,1141,1098,43,18,3,243,34,39,7,2,2,2,854,147,140,165,936,17,8,6,922,4,28,23,41,Matches
475,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,454,406,48,18,1,53,15,35,26,5,14,3,323,49,82,78,361,7,4,1,377,0,5,8,10,Matches
476,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,864,841,23,18,0,138,32,1,0,0,0,0,521,120,223,196,549,75,5,3,719,2,14,7,5,Matches
477,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,140,129,11,0,0,23,0,2,0,0,0,0,91,33,16,23,107,6,1,0,120,0,3,2,1,Matches
478,Santi Cazorla\Santi-Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,1733,1550,183,73,8,232,118,135,96,27,43,10,1135,228,370,549,1113,43,10,8,1414,10,30,28,31,Matches
479,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,1301,1199,102,35,4,200,54,72,63,12,19,9,949,149,203,73,1198,16,4,3,1096,3,17,19,36,Matches
480,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,395,370,25,18,0,45,13,1,0,0,0,0,290,37,68,94,260,23,7,1,346,0,9,2,4,Matches
481,Christian Celesia\Christian-Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
482,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,1365,1091,274,17,2,190,24,51,1,0,0,0,757,312,296,85,964,43,256,3,1094,6,29,17,45,Matches
483,Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,1297,1029,268,22,0,187,30,66,1,0,1,0,690,220,387,151,812,66,245,2,980,1,31,30,41,Matches
484,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,505,483,22,21,0,49,26,4,0,0,0,0,294,59,152,100,364,27,1,0,403,1,12,1,7,Matches
485,Alberto Cerri\Alberto-Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,144,136,8,0,1,48,3,2,0,0,0,0,86,41,17,13,97,10,0,10,94,0,4,1,5,Matches
486,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,103,96,7,0,0,41,2,0,0,0,0,0,41,36,26,9,59,11,2,2,70,0,2,4,4,Matches
487,Julian Chabot\Julian-Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,238,226,12,10,0,26,7,0,0,0,0,0,173,20,45,197,22,10,2,3,205,1,4,3,4,Matches
488,Florian Chabrolle\Florian-Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,16,16,0,0,0,3,0,1,0,0,0,0,13,3,0,2,14,0,0,0,14,0,0,0,2,Matches
489,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,914,737,177,19,0,127,24,48,0,0,0,0,466,171,277,33,686,29,158,1,702,1,15,11,21,Matches
490,Sofian Chakla\Sofian-Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,95,86,9,9,0,13,3,0,0,0,0,0,66,7,22,7,78,8,0,0,79,0,2,2,0,Matches
491,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,358,335,23,7,2,89,15,21,13,2,2,5,211,76,71,61,259,22,2,0,263,1,7,6,18,Matches
492,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,865,773,92,8,0,159,15,34,0,0,0,0,594,144,127,54,684,27,83,1,702,1,10,9,31,Matches
493,Jhon Chancellor\Jhon-Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,849,822,27,27,0,126,38,0,0,0,0,0,642,74,133,212,563,50,0,3,745,4,23,1,13,Matches
494,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,29,1990,13.6,462,395,67,4,1,73,17,65,0,0,0,0,174,113,175,77,264,30,63,2,290,0,10,9,27,Matches
495,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,25,1994,7.5,275,273,2,1,0,64,10,18,0,0,0,0,159,63,53,204,44,9,1,3,198,3,4,6,16,Matches
496,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FWMF,Brest,fr Ligue 1,30,1988,22.9,821,757,64,5,5,195,34,30,6,0,1,0,519,177,125,98,650,25,8,12,627,1,18,20,29,Matches
497,Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,536,524,12,11,0,63,33,0,0,0,0,0,402,35,99,49,452,18,1,1,478,0,5,1,3,Matches
498,Charles\Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,346,312,34,0,2,99,1,2,0,0,0,0,153,105,88,14,229,50,5,12,237,1,9,7,13,Matches
499,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,1096,969,127,61,5,183,66,103,58,10,35,8,655,154,287,887,146,39,7,3,848,5,18,22,19,Matches
500,Pablo Chavarría\Pablo-Chavarria,ar ARG,FWMF,Mallorca,es La Liga,31,1988,2.3,63,62,1,0,0,24,2,6,0,0,0,0,28,17,18,11,29,10,1,0,40,0,3,1,3,Matches
501,Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,994,952,42,40,0,134,45,0,0,0,0,0,660,118,216,150,777,47,2,2,828,3,20,11,10,Matches
502,Pape Cheikh Diop\Pape-Cheikh-Diop,es ESP,MF,Celta Vigo,es La Liga,21,1997,6.7,264,255,9,5,1,49,4,0,0,0,0,0,213,31,20,31,213,13,4,1,238,0,3,2,3,Matches
503,Chema\Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,123,113,10,9,0,12,8,1,0,0,0,0,49,16,58,84,9,21,1,1,76,3,8,0,3,Matches
504,Rayan Cherki\Rayan-Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,15,2003,1.6,66,60,6,2,1,20,4,5,1,0,0,1,38,19,9,36,27,0,3,0,44,0,1,4,6,Matches
505,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,28,1990,10.3,349,336,13,2,1,61,13,41,0,0,0,0,222,62,65,250,61,17,11,3,240,4,14,8,21,Matches
506,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,106,105,1,1,0,7,2,0,0,0,0,0,77,15,14,80,16,6,0,1,97,0,3,0,1,Matches
507,Federico Chiesa\Federico-Chiesa,it ITA,FWDF,Fiorentina,it Serie A,21,1997,29.3,833,771,62,4,7,185,27,51,4,1,0,0,533,182,118,163,586,19,48,12,609,4,24,21,38,Matches
508,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,1956,1653,303,32,3,326,40,104,7,0,3,0,1165,381,410,1414,183,53,264,4,1528,3,42,32,63,Matches
509,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,488,473,15,15,0,47,10,1,0,0,0,0,423,39,26,41,434,7,0,2,454,0,7,4,3,Matches
510,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,eng Premier League,19,1999,0.4,14,14,0,0,0,2,0,0,0,0,0,0,13,1,0,14,0,0,0,0,9,0,1,2,1,Matches
511,Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,556,532,24,23,3,123,42,10,0,0,0,0,293,112,151,86,426,21,1,7,429,2,14,15,9,Matches
512,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,494,481,13,12,0,65,5,4,0,0,0,0,389,45,60,35,418,34,0,1,428,0,4,8,9,Matches
513,Mounir Chouiar\Mounir-Chouiar,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,16.7,640,525,115,38,0,151,37,87,56,17,22,9,417,87,136,59,532,18,17,4,459,2,8,18,28,Matches
514,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,1258,1224,34,29,1,170,33,0,0,0,0,0,1047,83,128,80,1108,31,5,3,1166,3,16,7,6,Matches
515,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,20,1999,22.4,750,737,13,0,5,154,21,36,3,0,0,0,499,129,122,683,21,26,8,5,553,2,13,20,41,Matches
516,Darko Churlinov\Darko-Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,11,11,0,0,0,3,0,2,0,0,0,0,6,3,2,5,6,0,0,0,7,0,0,0,2,Matches
517,Churripi\Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,99,62,37,13,0,12,5,0,0,0,0,0,16,6,77,5,68,0,0,11,35,2,7,1,1,Matches
518,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,1228,1057,171,108,5,129,71,84,60,14,26,8,722,173,333,136,1055,26,1,4,992,3,31,14,13,Matches
519,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,712,687,25,18,0,114,22,5,0,0,0,0,488,127,97,39,614,33,6,7,597,2,17,11,12,Matches
520,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,759,495,264,57,0,78,21,0,0,0,0,0,307,43,409,75,509,0,0,134,474,7,40,1,2,Matches
521,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,1360,1116,244,61,0,175,18,61,0,0,0,0,725,212,423,163,940,53,183,2,1029,3,19,16,56,Matches
522,Ibrahim Cissé\Ibrahim-Cisse,ci CIV,DFFW,Nice,fr Ligue 1,20,1999,0.6,44,42,2,0,0,3,3,0,0,0,0,0,35,3,6,3,39,0,2,0,37,0,1,0,0,Matches
523,Ibrahim Cissé\Ibrahim-Cisse,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,63,48,15,1,0,5,0,1,0,0,0,0,40,13,10,2,44,2,14,0,57,0,1,2,0,Matches
524,Andrea Cistana\Andrea-Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,808,762,46,40,1,140,27,4,0,0,0,0,565,89,154,102,635,38,6,7,688,2,20,7,18,Matches
525,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,322,297,25,10,0,58,7,0,0,0,0,0,182,43,97,227,42,24,15,1,253,0,9,2,4,Matches
526,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,eng Premier League,34,1985,0.4,7,7,0,0,0,2,0,0,0,0,0,0,2,3,2,2,2,1,0,0,5,0,0,0,0,Matches
527,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,21,1998,18.1,600,573,27,5,1,125,12,28,12,4,7,0,476,67,57,38,536,10,8,0,504,0,14,10,8,Matches
528,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,27,1991,0.2,3,2,1,0,0,1,0,1,1,0,1,0,2,0,1,0,3,0,0,0,0,0,0,1,1,Matches
529,Óscar Clemente\Oscar-Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,Matches
530,Yannis Clementia\Yannis-Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,61,39,22,8,0,5,3,0,0,0,0,0,35,3,23,3,38,0,0,16,41,0,4,0,0,Matches
531,Denilho Cleonise\Denilho-Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,7,7,0,0,0,3,0,0,0,0,0,0,7,0,0,6,1,0,0,0,7,0,0,0,0,Matches
532,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,968,767,201,16,1,144,31,59,0,0,0,0,476,247,245,671,33,61,185,3,709,5,24,11,38,Matches
533,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,470,442,28,14,1,72,14,28,6,1,2,2,280,79,111,54,377,27,5,2,366,3,9,4,10,Matches
534,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,1782,1748,34,33,3,218,99,0,0,0,0,0,1059,208,515,68,1584,106,1,4,1531,3,25,15,15,Matches
535,Marcus Coco\Marcus-Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,0,0,0,0,Matches
536,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,584,543,41,14,2,117,12,22,14,6,5,0,424,66,94,43,506,16,5,1,480,1,12,12,13,Matches
537,Coke\Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,577,472,105,8,0,90,17,26,0,0,0,0,284,180,113,62,389,18,97,1,463,1,11,5,26,Matches
538,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,1058,835,223,13,1,170,15,42,0,0,0,0,539,238,281,118,671,44,210,1,813,3,18,21,46,Matches
539,Álex Collado\Alex-Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,10,10,0,0,0,1,0,0,0,0,0,0,7,2,1,7,2,0,0,0,9,0,0,0,0,Matches
540,Ebrima Colley\Ebrima-Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,42,42,0,0,1,10,1,0,0,0,0,0,33,8,1,5,36,1,0,0,37,0,1,1,1,Matches
541,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,1324,1278,46,45,1,150,65,5,0,0,0,0,840,142,342,821,375,85,1,6,1089,4,32,10,14,Matches
542,Jamilu Collins\Jamilu-Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,1768,1436,332,22,1,316,26,41,2,1,1,0,982,388,398,1216,159,62,308,4,1346,8,38,46,79,Matches
543,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,98,51,47,8,0,1,1,0,0,0,0,0,51,18,29,12,65,0,0,16,82,0,1,0,0,Matches
544,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,Matches
545,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,540,450,90,13,0,56,10,9,0,0,0,0,363,109,68,376,61,18,77,1,466,1,6,8,12,Matches
546,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23,1996,16.7,796,791,5,0,0,185,33,79,2,0,0,0,571,111,114,160,600,13,3,5,610,3,15,24,38,Matches
547,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,900,859,41,28,0,114,13,7,0,0,0,0,585,112,203,262,539,58,13,4,755,5,14,8,15,Matches
548,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,163,148,15,0,1,50,0,9,0,0,0,0,90,52,21,27,107,13,1,6,126,0,1,4,10,Matches
549,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,995,705,290,84,2,93,28,0,0,0,0,0,566,77,352,63,766,2,0,137,778,5,19,6,0,Matches
550,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,1060,886,174,20,0,121,8,24,0,0,0,0,638,210,212,51,801,38,154,5,888,3,16,18,25,Matches
551,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,719,698,21,12,5,131,18,9,1,0,0,0,434,161,124,41,633,24,7,1,560,5,11,14,24,Matches
552,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,1222,1163,59,41,2,177,20,2,0,0,0,0,754,155,313,43,1016,95,18,1,993,4,22,7,12,Matches
553,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,984,958,26,23,0,151,47,3,0,0,0,0,730,110,144,141,793,31,3,3,885,1,19,14,7,Matches
554,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,59,58,1,1,0,3,5,1,0,0,0,0,41,8,10,3,52,3,0,0,53,0,1,0,1,Matches
555,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,186,151,35,0,0,14,4,25,3,0,3,0,109,39,38,12,141,1,32,0,149,0,5,1,12,Matches
556,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,458,451,7,2,1,107,11,36,1,0,0,1,308,79,71,291,129,16,4,4,316,2,18,8,26,Matches
557,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,408,363,45,0,0,144,13,11,0,0,0,0,247,100,61,44,284,21,2,23,320,0,12,9,15,Matches
558,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,de Bundesliga,21,1997,4.1,76,71,5,0,1,23,2,2,0,0,0,0,36,28,12,12,44,6,0,5,54,1,1,2,2,Matches
559,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,80,74,6,0,1,24,3,9,2,2,0,0,38,25,17,8,53,8,1,0,45,0,1,1,5,Matches
560,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,933,926,7,3,3,243,26,6,0,0,0,0,589,148,196,101,723,59,4,3,743,6,13,9,16,Matches
561,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,413,393,20,1,1,144,10,7,0,0,0,0,194,114,105,226,60,42,0,18,293,1,13,4,18,Matches
562,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWDF,Lyon,fr Ligue 1,22,1996,14.8,690,599,91,16,2,142,24,78,25,15,5,1,431,122,137,461,141,25,50,4,499,2,11,16,39,Matches
563,Quentin Cornette\Quentin-Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,25,1994,3.9,141,123,18,1,1,36,14,47,13,8,3,0,55,38,48,15,114,4,4,1,77,1,10,0,12,Matches
564,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,24,1995,22.9,603,591,12,1,4,143,7,35,8,0,2,4,398,111,94,101,454,28,0,7,454,7,8,10,20,Matches
565,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,24,1994,22.2,697,665,32,2,4,176,11,9,9,3,1,0,554,98,45,71,586,17,7,9,578,3,5,17,20,Matches
566,Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,513,375,138,5,0,73,13,32,0,0,0,0,231,115,167,36,275,44,133,2,381,1,19,7,19,Matches
567,Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,134,102,32,3,0,17,1,3,0,0,0,0,70,32,32,7,90,7,29,1,107,2,2,1,7,Matches
568,Antonio Cortés\Antonio-Cortes,es ESP,FWMF,Granada,es La Liga,19,2000,2.0,38,37,1,0,0,19,0,4,0,0,0,0,19,17,2,2,27,2,1,2,19,0,1,3,5,Matches
569,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,28,21,7,3,0,0,0,0,0,0,0,0,23,1,4,0,23,0,0,4,25,0,0,0,0,Matches
570,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,26,1993,15.4,626,516,110,2,3,126,23,85,0,0,0,0,287,165,174,84,400,17,108,1,408,4,17,17,48,Matches
571,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,366,352,14,0,2,120,3,5,0,0,0,0,206,89,71,29,250,28,3,15,260,0,3,6,26,Matches
572,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,28,1990,8.9,490,460,30,3,0,59,28,40,15,6,4,3,340,81,69,425,41,6,11,7,392,2,12,7,19,Matches
573,Jaume Costa\Jaume-Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,818,691,127,16,0,80,10,30,0,0,0,0,520,136,162,496,172,32,111,1,672,3,9,12,22,Matches
574,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,28,1991,5.9,152,150,2,0,1,53,2,6,0,0,0,0,89,32,31,22,108,7,1,1,97,0,5,8,12,Matches
575,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,198,190,8,5,0,23,1,0,0,0,0,0,164,14,20,21,167,3,3,0,182,1,1,1,4,Matches
576,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,886,570,316,71,0,79,36,0,0,0,0,0,424,26,436,38,712,2,1,96,633,0,29,3,2,Matches
577,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,336,325,11,0,2,111,1,9,0,0,0,0,149,97,90,27,185,41,2,20,199,0,11,12,10,Matches
578,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,383,372,11,9,0,32,14,1,0,0,0,0,282,40,61,25,328,23,2,2,322,1,9,7,2,Matches
579,Yoann Court\Yoann-Court,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,16.3,549,503,46,15,0,107,26,74,26,15,4,3,306,121,122,455,62,18,5,1,378,3,11,12,35,Matches
580,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1084,796,288,69,1,95,26,0,0,0,0,0,727,48,309,560,317,1,0,200,849,4,34,1,1,Matches
581,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,15.7,867,806,61,12,6,194,40,41,27,15,4,4,605,147,115,66,761,16,10,9,709,4,17,21,19,Matches
582,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,233,225,8,5,0,28,2,0,0,0,0,0,172,14,47,182,36,6,3,0,193,0,6,4,3,Matches
583,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,475,261,214,57,0,16,11,0,0,0,0,0,198,23,254,40,347,0,0,67,305,2,13,1,1,Matches
584,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,1681,1292,389,45,3,242,38,127,19,11,5,0,796,359,526,1201,81,41,325,1,1241,6,41,19,77,Matches
585,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,1250,1033,217,57,2,152,54,76,20,9,8,1,700,228,322,916,135,42,140,1,964,7,19,18,24,Matches
586,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,1072,1044,28,26,6,196,36,7,1,0,0,1,787,117,168,143,895,25,1,1,915,2,13,17,18,Matches
587,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,313,304,9,1,0,74,16,18,7,3,3,1,174,67,72,42,237,23,0,6,232,0,10,6,9,Matches
588,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,49,40,9,3,0,2,2,5,6,0,3,2,35,4,10,2,43,4,0,0,41,0,0,0,1,Matches
589,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,2322,2074,248,44,7,211,72,86,0,0,0,0,1639,416,267,199,1862,41,204,10,2055,3,24,27,35,Matches
590,Cucho\Cucho,co COL,FWMF,Mallorca,es La Liga,20,1999,16.5,448,436,12,2,0,135,13,24,0,0,0,0,253,108,87,60,316,29,3,9,315,1,11,9,25,Matches
591,Marc Cucurella\Marc-Cucurella,es ESP,MFDF,Getafe,es La Liga,21,1998,36.0,1408,1226,182,25,2,283,51,130,15,0,0,1,709,349,350,851,268,107,142,4,939,13,58,28,82,Matches
592,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,823,473,350,132,0,30,36,0,0,0,0,0,142,68,613,541,78,0,0,108,423,5,43,2,1,Matches
593,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17,2001,0.8,16,15,1,0,0,6,1,0,0,0,0,0,13,3,0,5,11,0,0,0,14,0,1,0,1,Matches
594,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,192,172,20,4,0,23,9,15,13,5,0,5,137,29,26,159,29,3,1,0,156,0,5,8,5,Matches
595,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,176,166,10,5,0,44,15,5,1,0,0,0,106,29,41,25,135,11,1,3,120,1,5,8,4,Matches
596,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,96,94,2,0,0,22,3,1,0,0,0,0,66,14,16,12,73,7,1,1,74,1,2,2,1,Matches
597,Felipe Curcio\Felipe-Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,12,11,1,0,0,2,0,2,0,0,0,0,5,3,4,9,1,0,1,0,8,0,0,2,0,Matches
598,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,56,49,7,0,0,21,2,6,0,0,0,0,33,11,12,9,40,1,0,3,38,0,4,1,0,Matches
